name	latitude	longitude	phone	address
Gujarat Gas CNG Station	29.9971504	75.3992624		"X9WX+RM4, Guru Arjun Dev Nagar, Khalsa, Mansa"
CNG PUMP AND HP PETROL PUMP - GODARA PETROLEUM	29.6622598	75.5637522		"VPO Ratia Near Ratia Teshil Ratia-fatehabad Rd,ratia, Hissar"
ThinkGas CNG Filling Station	30.3698632	75.5457314		"Pakka College Rd, Barnala"
Gujarat Gas CNG Station	29.7036738	75.2390734		"P63Q+FJ8, Sardulgarh"
THINK Gas CNG Station	30.3324308	75.4971657		"294//1/2, National Highway-07, Modern Auto Fuels Village Handiaya, Khata No.-369 Khasra No.-257, 20/21, Handiaya"
Devraj Fuels CNG PUMP	29.9802614	75.1001814		"SH17, Talwandi Sabo"
Petrol Pump CNG pump	30.2221948	75.0382346		"Bathinda Rd, Bathinda"
ARC Cng Filling Station	30.309597	75.4987516		"Khewat No 232, Khatoni No 357, SH13 Barnala, to, Mansa Road, Handiaya"
HP PETROL AND CNG PUMP - SETH HEMRAJ FLG STN	30.0890459	74.6920258		"Bathinda Badal Road Kaljharani, Badal - Bathinda Rd"
CNG HP PETROL PUMP - HANSRAJ SUDARSHAN KUMAR CNG pump	29.951665	74.726466		"Mandi Dabwali Sirsa, Hissar"
THINK GAS ONLINE CNG PUMP	30.4858639	75.5680775		"FHP8+5QM, Barnala Rd, Sherpur"
️⛽️ Bharat Petroleum & CNG Petrolpump	30.5051273	74.8579627		"Jaito Road Kotkapura, Romana Albel Singh"
Bharat Petroleum Corporation Limited - Hind Motors Regd & CNG PUMP	30.3943042	75.4704245		"Barnala - Amrotsar Bypass Road, NH 71, Barnala"
CNG PUMP	30.193214	74.9525479		"5XV3+72M, opposite EPFO, Guru Ki Nagri, Bathinda"
Jaitu Oil Store Hindustan Petroleum CNG	30.434575	74.8897307		"CVMQ+RWQ, Jaitu - Bathinda Rd, Jaito"
CNG Online - Chahal Gas Station	30.3355491	75.5235568		"NH7, Handiaya, Barnala"
"HP PETROL PUMP, CNG - JAGDISH HP OIL LEHRA"	30.2566916	75.1848837		"Lehra Soundha Bathinda, Barnala Bypass, Rampura Phul"
Gujarat Gas Limited CGS	30.2521827	74.9118575		"7W26+VPH, Guru Nanak Dev Thermal Power Plant Area, Bathinda"
"Bharat Petroleum, Petrol Pump & Online CNG Station -M.M.Filling Station"	30.1977829	74.9034255		"MULTANI ROAD IN BATHINDA, Bathinda"
GUJARAT GAS Office	30.2448517	74.9336936		Bathinda
Torrent Gas CNG Station	30.313399	76.4204658		"Torrent Gas CNG Station, at Ghalori H.P. Centre HPCL Station, Village Ghalori, Patiala - Devigarh Rd, opposite Sunny Enclave, Patiala"
Grand Filling PETROL & CNG Station	30.2892368	76.3482677		"NH7, Patiala Bypass, Patiala"
Torrent Gas CNG station	30.4035534	76.1980486		"C53X+C6F, Kuber Filling Station,Nabha, Bhadson Rd, near Meen Motors Lubana, Patiala"
Torrent Gas CNG Station	30.3558718	76.4544381		"Torrent Gas CNG Station, at Mehta Service Centre HPCL Station, Opposite Punjabi University, Rajpura Rd, Karheri, Urban Estate, Patiala"
Torrent Gas CNG Station	30.4133766	76.4070344		"Torrent Gas CNG Station At Saini CNG Filling Station at IOCL Station, Village Akali Majrian, Sirhind - Patiala Rd, Patiala"
Cng pump Kaithal	29.7425953	76.4033437		"SH 11, Chandana"
Cng pump kalayat	29.6972377	76.2970793		"M7WW+VRW, Kaithal - Tohana Rd"
HP CNG & PETROL PUMP - GHALORI HP CENTRE	30.3129506	76.4203876		"Vill Ghalori Devigarh Patiala, Road, Chandigarh"
Green fuels cng station	30.2620484	76.0965432		"Balad Kalan, Bhawanigarh"
Torrent CNG Pump	30.2620981	76.0972711		"Bathinda - Chandigarh Hwy, Sangrur"
CNG SIDHU FILLING STATION HINDUSTAN PETROLEUM	30.0044382	76.5967075		"Hpcl Sidhu Filling Station, Kaithal - Ambala Rd, Saraswati khera, Pehowa, Sarusti Khera"
Torrent Cng Gas Station	30.1077244	76.1681019		"4559+JC2, Mavi Kalan"
CNG gas HP PETROL PUMP - AJAY FILLING STATION	29.6270696	75.9329281		"Villlage- Samain VPO Samain Uklana Tohana RD, Hissar"
CNG Petrol Pump	30.3277604	75.8444491		"8RHV+4Q4, Sangrur"
MEHTA SERVICE CENTRE (CNG AVAILABLE)	30.3558753	76.4544328		"Rajpura Rd, opposite Punjabi University, Patiala, Professor Colony, Karheri, Urban Estate, Patiala"
CNG Pump	30.2366505	75.8432956		"5421, College Road, Hargobindpura Colony, Haripura Colony, Partap Nagar, Maan Colony, Sangrur"
Rakhra Filling Station ( CNG available)	30.3736187	76.2441807		"Nabha-Patiala Rd, Rakhra"
"Bharat Petroleum, Petrol and CNG Pump -Garg Filling Station"	30.2597351	75.7340746		"DUGGAN ON SANGRUR-BADBAR R, Sangrur"
"R S Fuels (Petrol, Diesel, CNG Pump, EV Charging)"	29.7061353	76.4088999		"SH - 11 Kaithal - Rajound Road Near Titram, Mod, Kaithal"
"Sp filling station bpcl ( diesel petrol ,CNG)"	29.6611448	76.4081826		"Jind - Kaithal Rd, Kasan"
Sardar Gas & Petro pvt.ltd	30.5022214	75.877222		"GV2G+VVQ, Unnamed Road, Somsons Colony, Malerkotla"
Torrent Gas CNG Station	30.4507067	76.6535278		"Map ShowOn, Road, opposite Side, Jakhepal"
Torrent Gas CNG Station	30.4217081	76.8968943		"Torrent Gas CNG Station at Guru Harkrishan H.P Centre VPO, Ambala - Dehradun Rd, Dist, Handesra"
Torrent Gas CNG Station	30.5062005	76.7247339		"GP4F+FVQ, Balmajra"
Inderparsth gas limited station IGL CNG gas station	29.9078836	76.9124119		"WW56+5X3, Samana Bahu"
Shree Hari Cng Station	29.6302966	76.9783763		"Shree hari Cng station, near toyota agency, Madhuban, Karnal"
C.N.G GAS Saraswati Filling Station (Bharat Petroleum)	30.0810473	77.3401935		"National Highway 73, Mandauli"
Shree Ganesha Filling Station and CNG	30.4089883	76.7548894		"Khasra No. 21//13/2, village Patti Jattan, New, NH-152, Ambala"
Hpoil Gas Pvt Ltd CNG Station	30.1115644	76.8722762		"Haryana 136135, India"
LACHHMANDASS FILLING STATION AND CNG STATION- HP PETROL PUMP AND CNG STATION	29.9783891	76.9085662		"Pipli-Ladwa road, dist, village sirsma, Kurukshetra"
Indraprastha Gas Limited CNG Station m ikki Gujjar	29.6564093	77.02734		"Karnal - Shamli Rd, Karnal"
Suvarnabhumi Fuels Bharat Petroleum ( CNG )	29.8966875	76.9151875		Samana Bahu
Shree Hari Cng Station	29.6302903	76.9781951		"JXJH+478, Kambopura, Karnal"
Torrent Gas CNG Station	30.0814097	76.8755376		"3VJG+H5F, Ramnagar, Charhuni Jattan"
Indraprastha Gas Limited CNG Station	29.8898135	76.9175078		"VWQ9+W2F, Jammu - Delhi Rd, Samana Bahu"
CNG PUMP 24*7 Cng filing Station	29.7619797	76.9651782		"QX68+Q3V, Unnamed Road, Kurak, Dadupur"
"CNG PUMP, HP NAGGAL FILLING STATION (PETROL PUMP WITH CNG & EV)"	30.2648092	76.7126805		"Police Station, On NH-152, Village, near Naggal, Sakhraon, AMBALA"
CNG GEETANJALI FILLING STATION	30.473951	77.2089497		"Village Asgarpur, Tehsil, Sadhaura"
CNG PUMP	29.6923819	76.7625073		Nissing
Indraprastha Gas Limited CNG Station	29.7619752	76.9651682		"Opposite Vivaan Resorts, Karnal NH-1, Grand Trunk Rd, Dadupur"
CNG STAR RESORTS AND SERVICE STATION	30.4256607	76.7001671		Bapraur
HPOIL Gas Pvt.Ltd. (CNG STATION)	30.3111761	76.7685935		"Jalbera Rd, Jalbera, Rawalan"
CNG MOTHER STATION (BPCL)	29.8852903	77.5033659		"VGP3+4C4, Tuglakpur"
CNG PUMP Saharanpur Road Sarsawa	30.0162101	77.4058777		"Sarsawa, Saharanpur NH-73, Saharanpur Bypass Rd, Yamuna Nagar, Saharanpur"
IGL Exclusive CNG Station: Open 24/7 for Your Convenience	29.6302594	76.9783843		"Madhuban exit, near vishvash nursery on NH44, Karnal, Kamboh Pura Part"
TORRENT ASJ CNG FILLING STATION	30.5023458	76.6211258		"KM STONE 26 NH-7, CHANDIGARH HIGHWAY RHS, near SHAHI FURNITURE, VILLAGE PEHAR KHURD, Rajpura"
"CNG PUMP IN KARNAL Radhe Radhe Filling Station , BEST IGL CNG STATION IN KARNAL,GAS STATION ON INDRI LADWA YAMUNANAGAR ROAD"	29.7504563	76.9947306		"Karnal Indri, Road, Salaru Village"
Mohali CNG	30.5072968	76.724009		"GP4F+WJ6, Banur - Shambhu Rd, Balmajra"
"RJ filling station (CNG, PETROL &DIESEL),nalvi"	30.1753217	76.7705146		"Thol-nalvi, road, Shahbad"
TORRENT CNG PUMP ⛽⛽	30.4578201	76.7868463		"FQ5P+2VQ, Alamgir"
CNG Gas Gautam Filling Station	30.263897	76.7134625		"Nh152, Ambala - Hissar Rd, opposite Naggal Police Station, Ambala, Landiali"
Indraprastha Gas Limited CNG Station	29.7118547	77.0157269		"P278+J6M, ITI Chowk, near AADRASH PABLIC school, LIC Colony, Shakti Puram, Vasant Vihar, Karnal"
HPCL Petrol & CNG Pump - Mohinder Filling Station Sarsini Lalru	30.4605967	76.7877374		"Mohinder filling station, sarsini, Lalru"
24 Hour - CNG Petrol Diesel	30.2870475	77.0023779		"72P2+RX6, Kalpi"
Fateh filling Station (HPCL) CNG Pump	30.2404375	77.1204375		"73, Fateh Filling Station, (HPCL, National Highway, Khan Ahmedpur"
CNG and HP petrol pump	30.4570943	76.7863481		"FQ4P+JC7, near kartar dhaba, Sarsini, Lalru"
SIDHU ENERGY STATION CNG PUMP PETROL DIESEL	30.1087623	76.6766275		"NH152, Ismailbad"
Premium HP - Online CNG & Petrol Pump	30.2676691	76.9613644		"Saha - Shahabad Hwy, Bihta, Saha"
"Dalel Singh Filling & CNG Gas Station, BPCL Petrol Pump ."	30.1247046	77.2184987		"On, NH344, Gollanpur"
HPCL Petrol&CNG Dhillon Filling Station	30.0274862	76.8840306		"NH-1, Grand Trunk Rd, Village, Khanpur Kolian"
"Bharat Petroleum Petrol and CNG Pump , NARAYAN ENERGY STATION"	30.3076469	77.5639019		"Tajewala, road, Paonta Sahib"
Bharat Petroleum Partakh Fueling & CNG Station	30.089093	77.2759888		Karera Khurd
CNG and HP petrol pump	30.024946	76.8850775		"2VFP+X2G, Thanesar"
HP PETROL PUMP & CNG SAVIL FILLING STATION	30.0836888	77.3011032		"HP PETROL PUMP, NH344 Village Tigri, Yamuna Nagar"
Phandpuri CNG Filling Station	29.9302983	77.4225111		"WCJF+426, Khazoor Heri"
CNG and petrol pump	29.8186632	76.9444311		"RW9V+FQ7, Grand Trunk Rd, Tikhana Part"
"C.N.G GAS M.K Filling Station , Sudhail"	30.162087	77.233697		"566M+V65, Kalawar"
CNG and petrol pump	30.1409835	76.8674355		"4VR9+F47, NH 44, Kishan Garh, Shahbad, Mohanpur"
Sangameshwar Filling Station Cng Bharat Petroleum	30.2773411	77.4805893		"CHUHARPUR KALAN, Paonta Sahib, Pratap Nagar"
CNG Pump	30.4523455	76.6512583		"FM22+WGJ, Jammu - Delhi Rd, Jakhepal"
CNG and petrol pump	30.0794781	76.8766048		"3VHG+Q42, NH 44, Ramnagar"
CNG and petrol pump	30.2050484	76.8569661		"6V45+733, Sidhu Dhani, Kaliana, Goripur"
"Bharat Petroleum, CNG & Petrol Pump - Balaji Filling Station"	30.0852726	77.2143053		"DAMLA , NEAR DAMLA ITI, Yamuna Nagar"
"Bharat Petroleum, Petrol Pump & CNG Pump -Jagan Nath & Co."	29.9509326	77.5471989		"Court Rd, Navin Nagar, Saharanpur"
CNG Pump - Bharat Petroleum	29.9442501	78.1513662		"85, 6, Devpura, Haridwar"
Dev Bhoomi CNG Station	29.8864996	77.9565117		"bypass road, near coer college, Haridwar, Roorkee"
KN Filling Station BPCL PETROL DIESEL CNG	29.9795576	78.1819339		"X5HJ+RMQ, Bhoopatwala, Motichur Range"
CNG Anaerobic CNG pump	29.8999602	78.1324743		"V4XJ+XXQ, Laksar Rd, Noorpur Panjanhedi"
Bharat Petroleum Petrol & Cng Pump	30.303365	78.074966		FILLING STATION BPCL DEALERKHSRA NO 1588 JOGIWALAMUSOORIE ROADNATHANPUR
"CNG Station, GAIL Gas Limited"	30.2852954	77.988771		"Transport Nagar, Subhash Nagar, Dehradun, Sewla Khurd"
Cng station	30.3856512	78.0740796		"93PF+8M3, Residential colony, Malsi, Dehradun, Sinaula"
Shree Mahadev Filling Station With CNG Pump	30.1476809	77.6126421		"NH 709B, Mahmoodpur Mazra, Behat"
HP PETROL PUMP & CNG STATION - PAONTA SAHIB HP CENTER	30.4620462	77.6176002		"FJ69+R29, Taruwala, Paonta Sahib, Shimla"
"Bharat Petrolium with CNG Pump, Dehradun Highway"	29.9966296	77.7002303		"Sayyed Majra Main Rd, near Toll Plaza, Saharanpur, Sayyed Mazra"
Hamara Pump Sidcul and CNG Station	29.9397828	78.0517337		"Pallvika Nursery Sidcul Rd, Salempur Mahdood, Haridwar"
Shree Kunj fuel and CNG pump	29.7870321	77.6414182		"Saharanpur-Muzaffarnagar, State Highway, Talheri Buzurg"
HP CNG & Petrol Pump	30.3014326	77.9203626		"8W2C+H4H, East Hopetown"
Airwing Petrol Cng Pump	30.0580381	78.2278245		"58, National Highway, Khairi Kalaa, Namberdar Farm, Rishikesh"
HNG CNG FILLING STATION	29.9168183	78.0841245		"NH334, Haridwar"
HP Petrol and CNG Pump	29.7825614	78.5833014		"QHMM+484, Amsaur"
"KATARIYA FUELS, CNG Pump"	29.7617684	77.6509823		"SH 59, Shahpur, Talheri Buzurg"
Kuldeep filling station with CNG	29.8627842	78.1850105		"NH 734, near khaira punjabi dhaba, Shyampur"
HNG CNG Pump (Haridwar Natural Gas)	29.8861953	77.9565416		"bypass road, near coer college, Haridwar, Roorkee"
Bharat petroleum Petrol Pump.And CNG	30.3390684	77.9561429		"Ambala - Poanta Sahib - Herbertpur - Dehradun - Rishikesh National Hwy, Kehri Gaon, Prem Nagar, Dehradun"
CNG pump	30.3056246	78.0405393		"Amarshahid Anand Colony, Ajabpur Kalan, Dehradun"
Cng pumps	30.3164945	78.0321918		"828J+HVW, Jhanda Bazar, Jhanda Mohalla, Dehradun"
Haridwar Natural Gas CNG Pump	29.9172446	78.0845242		"W358+GJ, Ruhalki Kishanpur Urf Ikkad, Haridwar"
Ratandhan CNG Filling Station BPCL Pump	29.9346223	77.9818368		"Daulatpur, Kamalpur Saini Bas"
Haridwar CNG and Petrol Pump	29.934619	77.9817489		"WXMJ+RMQ, Daulatpur, Kamalpur Saini Bas"
Shri Kunj Fuel Junction CNG	29.788156	77.6414333		"Shree Kunj Fuel Junction, Main Road, Nangal"
HP PETROL PUMP & CNG Station - AMBIKA FILLING STATION	29.926651	77.577871		"Nagala-saharanpur Road Sheikhpura Kadim, Meerut"
Bio cng gas plant	29.7837863	78.2387646		"Q6MQ+GG6, Unnamed Road, Pathari Forest Range, Chidiyapur Forest Range"
Garhwal Gasoline Station	30.1115353	78.3028133		"Laxman Jhoola Road, Chauda Bigha, Rishikesh"
"Oakswood(Petrol,Diesel,CNG) Filling station"	30.4547985	77.5670714		"NH 07, Surajpur, Dist, Paonta Sahib"
CNG Station	30.9283075	73.6978581		N-5
CNG Station	31.0277877	73.8328087		"2RHM+447, Bypass, Pattoki"
Jamber CNG Station	31.1422259	73.9194956		"4WQC+8PV, Service Rd, Jamber"
Urooj CNG Station	31.0402391	73.8497171		"2RRX+3VW, Pattoki - Raiwind Rd, Pattoki"
Ayub CNG Station	31.0369038	73.8384186		"Halla Bi Pass Pattoki, Pattoki"
Attock CNG / Petrol Pump	31.456316	74.4449773		"FC4W+G2C، Lidhar, PACE Woodlands, Lahore"
Grace CNG Station	31.1221897	74.4632615		"4FC7+V8C, Shahbaz Khan Rd, Ali Ahmad Shah Colony Ali Ahmed Shah Colony, Kasur"
CNG Station	31.4899081	74.2612653		"F7Q6+XG6, Multan Rd, near waves factory, Hanjarwal, Lahore"
5 Star CNG	31.1318379	73.9189434		"4WJ9+PHP, Service Rd, Jamber"
Kwik CNG Station	31.2377894	74.4255021		"6CQG+466, Lahore-Kasur Rd, Kasur, Punjab, Lahore – Kasur Rd, Mustafabad"
Mian Jee CNG Filling Station	31.4008295	74.2304996		"8.5 KM, Raiwind Rd, Dream Avenue Lahore, Lahore"
Buraq CNG Station	31.2280426	73.9763402		"6XHG+6G8, Multan Rd, near TCF School, Phool Nagar"
Askari CNG Station	31.4587676	74.3289836		"F85H+GH5, Maulana Shaukat Ali Road, Quaid-e-Azam Industrial Estate Kot Lakhpat, Lahore"
Hi-Noon CNG & Filling Station	30.8905665	73.6204138		"VJRC+65F, Lahore - Multan Rd, Renala Khurd"
Shahid CNG Filling Station	31.391735	74.1511288		"Khasra No 651-652, Khewat No 91, Khatooni No 140, Multan Rd, Maraka, Maraka Village, Lahore"
Al-Askaria CNG & Petrol Pump	30.8679185	73.583965		"VH9M+5H9, Renala Khurd Rd, Renala Khurd"
Pakistan-CNG	31.2355345	73.9872257		"6XPP+6VF, Phool Nagar"
Aaj cng station	31.4620594	74.4327776		"FC6M+R4C Aaj cng, cob line range road, near Askari 11, Askari XI, Rawalpindi"
PSO - AL Shamia Filling Station & CNG	31.4494895	74.206299		"17 KM, Multan Rd, Oppsite, Park View, Lahore"
Farooq CNG Station 2	31.4816615	74.3072956		"Plot 11/27, 12/28, Main Blvd, Block M, Model Town, Block M Model Town, Lahore"
Heera CNG Station	31.1642671	73.921145		"5W7C+PF2, Khanke Morr"
Pearl CNG & Petrol Pump	30.9483498	73.7451672		"WPXV+FX9, 4 HabibAbad Shergarh Road, Habibabad"
Nankana CNG Station🚉Ahmad...Sher	31.4810389	73.6994396		Khepanwala
Three Star CNG Station	31.1267715	73.9154551		"4WG8+P54, Jamber"
Buraq CNG Station	31.2459281	74.0050686		Dina Nath
Shafaf Enterprises CNG Station	31.1919179	73.9478736		"Khasra No 11873/6360/1, Khewat No 759, Khatooni No 1398, Bhai Pheru Bypass, Phool Nagar"
CNG Station	30.8833819	73.6133313		"VJM7+993, bypass, Renala Khurd"
Al-Razzaq CNG	31.3020134	74.2241009		"20Km, Raiwind Rd"
Attock - Kayber Petroleum & CNG	31.441368	74.195652		"C5RW+8H, 18km Multan Rd, Kot Gujra, Lahore"
Bismillah CNG Filling Station	31.2348766	73.9863754		"Khewat No 120, Khatooni No 229, Khasra No 2344, 2375/2346, Dina Natha, Pattoki"
Silver Star CNG	31.4433601	74.3554146		"C9V4+95C, Service Road, Gulshan Yaseen Colony, Lahore"
Al-Munawwar CNG	31.4291387	74.4773367		"Bedian Rd, Block G Acro Green (Bakers Avenue), Lahore"
Four Star-CNG	31.2349832	73.9863026		"6XPP+2G2, Multan Rd, Lahore"
Shaheen Filling Station & Shaheen CNG Total Parco Pump	31.2508878	74.0114671		"7226+9H4, Multan Rd, Sarfraz Nagar, Pattoki, Punjab, Dina Nath"
Al Bashir CNG Filling Station	31.1651744	74.1064749		"5484+3H9, Pattoki - Raiwind Rd, Kot Radha Kishan"
Best CNG	31.4437751	74.3553457		"C9V4+G56, Gulshan Yaseen Colony, Lahore"
Aspro CNG	31.47009	74.30813		"F8C5+27J, Main Blvd, Block C, Faisal Town, Lahore, Punjab, Block C Faisal Town, Lahore"
Usman Maqbool CNG Station	31.0292037	73.8333142		"2RHM+M8P, Pattoki - Shamsabad Rd, Kasur"
Euro 18 CNG	31.4748712	74.3734092		"F9FF+W9V, Sector Y DHA Phase 3, Lahore"
Tri Star CNG Station	30.8666367	73.6018488		"Khewat No 46, Khatooni No 159-174, N5, Renala Khurd"
Tareen CNG Stations	31.5000171	74.2758639		"G72G+285, Wahdat road Service lane, Kamran Block Allama Iqbal Town, Lahore"
Pearl CNG Station	31.2025663	73.9619276		"6X36+2QF, bypass, Phool Nagar"
Tiger Enterprises CNG Station	31.2006581	73.9600008		"Khasra No 11643/4386, Khewat No 1127, Khatooni No 2354-2360, Bhai Pheru Bypass, Phool Nagar"
Quality 1 Gillani CNG Filling Station	30.6730541	73.6587155		"MMF5+5F4, Dipalpur-Hujra Shah Muqeem Rd, Saddar, Dipalpur, Punjab, Depalpur"
ECO Petrol Pump & Gasoline CNG Station	31.1485353	74.455631		Kasur
Amaan CNG Station	30.9441125	73.7288827		"WPVH+JHR Umer Abad, Multan Rd, Umarabad, Pattoki"
CNG PUMP	30.7605946	75.1191872		"SH16, Singhan Wala"
THINK Gas CNG Station	31.0891577	75.3379203		"Khasra No: 18//22, RR Filling Station, 18//23/2, Malsian Road, Shahkot"
THINK GAS (SS Gill CNG Station)	30.7862792	75.2368371		"Q6PP+PM, Dala"
THINK Gas CNG Station	31.2787852	75.2997812		"Dream HP Vill. Ishwarlal, Sultanpur Rd, Kapurthala"
THINK Gas CNG Station	31.2298075	75.5172283		"6GH8+WQH, Singh"
Think Gas CNG Station	30.6307452	75.5854929		"JHJP+75, Raikot"
THINK Gas CNG Station	31.4506951	75.4690454		"Sahil Petroleum, NH 1, Kartarpur, Jalandhar"
THINK Gas CNG Station	31.1240742	75.4902089		"Vij Brothers, Nakodar - Nurmahal Rd, Dana Mandi, Tooran, Nakodar, Miranpur"
"CNG Filling Station Naushera,Tarn Taran."	31.3150021	74.9522492		Naushehra Pannuan
Asha filling station CNG PUMP	31.1174491	74.9648177		"4X87+XWG, Makhu, Talwandi Nepalan"
"GTK Filling Station, THINK Gas CNG Station"	31.4922566	75.3507205		"F9V2+926, Ghuluwal"
Think Gas CNG Station	31.3359884	75.3490797		"88PX+9JW, Hussainpur, Ladhewal"
MARHANA NH 54 FUEL CNG STATION	31.195513	74.9544565		"Nh 54, Barnala - Amritsar Bypass Rd, Jauneke"
Think Gas CNG Station	31.3873612	75.3749883		"99PG+X24, Police Line, Kapurthala"
THINK Gas CNG Station	31.1227861	75.3863996		"Dahiya Filling Station NH703, Billi Chahrmi, Shahkot, Jalandhar"
THINK Gas CNG Station	30.8231193	75.5758581		"Mann Highway, Ferozepur Rd, Chaukiman"
HP PETROL cum CNG PUMP - MANN HIGHWAY SERVICES	30.8229396	75.5757649		"NH-95, near Ludhiana Group of Colleges, Chaukiman"
CNG Pump	30.701677	74.8125654		"Faridkot, Road, Pakka"
Cng pumg moga(barnal road)	30.7864569	75.2368698		"Q6PP+PM, Dala"
"MEGHA GAS CNG Filling Mother Station, Kadgill Tarn-Taran."	31.477736	74.9557193		"Vill. Kadgil Plot N0. 77/191 - 197 Bhatinda -Amritsar NH- 54, Tarn Taran Sahib"
HP PETROL PUMP & cng pump - SAHIL PETROLEUM	31.4509896	75.4687562		"KM ST-395, Kartarpur (PB, National Highway 1, Jalandhar"
CNG Grewal Petrol Pump	30.8071787	75.476292		"Tehsil Rd, Heera bagh, Jagraon"
HP Petrol Pump - Doaba Filling Station Cng Pump	31.3875262	75.3750547		"HPC Dealers Kapurthala PB, Amritsar Rd, Jalandhar"
THINK Gas CNG Station	30.784469	76.0495655		"THINK Gas CNG Station Gurbax Singh Khem Singh Gurbuxr, ( Ludhiana to Delhi, Grand Trunk Rd, near McDonald, Ludhiana"
petrol pump and CNG Station	30.6135833	76.3758384		"Ward No. 13, Barra, Sirhind"
Bharat Petroleum CNG Station	31.389957	76.3445069		"98QV+XRQ, Naya Nangal, Bhabhaur"
THINK Gas CNG Station	31.0647999	76.270389		"ESS ESS Filling Station, Chandigarh Rd, Balachaur"
THINK Gas CNG Station	31.0889967	76.221291		"H.B No:-180, Garle Mother Station Khasra No:-29//7/1, 29//14/2, 29//17/1/2, Balachaur"
THINK Gas CNG Station	31.0078605	75.7856881		"Kudrat HP Vill. Panjdhera, NH 1, Phillaur, Jalandhar"
THINK Gas CNG Station	31.1383094	76.1205731		Nawanshahr
THINK Gas CNG Station	30.8245625	75.8658125		Ludhiana
Think Gas CNG Station	30.9794543	75.7916008		Ladhowal
THINK Gas CNG Station	31.4638468	75.6289706		"Lajwanti CNG Filling Station, Pathankot - Jalandhar Rd, NH1, Jalandhar"
THINK Gas CNG Station	30.8182728	75.9124039		"Randhawa Auto, Ludhiana Bypass Rd, Ludhiana"
Think Gas CNG Station	31.2444545	75.7439777		"6PVV+QHQ, Kanshi Nagar, Mehat"
"CNG Pump Sardar Bachan Singh Marg, Balloke, Ludhiana"	30.9270499	75.7924059		"Haibowal Dairy Complex, on Sardar Bachan On Hambran Road _, to, Ladhowal Sardar bachan Singh Marg, Bank Colony, Haibowal Kalan, Ludhiana"
CNG STATION	31.0880512	76.2234791		"36QF+69, Thathiala"
Think Gas CNG Station	30.7110855	76.2064353		"P664+CHM, Kukrain Colony, Khanna"
Think Gas CNG Station	30.8676122	75.9845527		"VX9M+2RV, Jandiali"
THINK Gas CNG Station	31.027358	75.8034346		"Jindal Filling Station, 5//5, Phillaur Nawanshahr Rd, Garha, Phillaur, Jalandhar"
Think Gas CNG Station	30.7128619	76.2048015		"P673+5W7, Grand Trunk Rd, Bhattian, Khanna"
Think Gas CNG Station	30.8124606	75.9532867		RX63+X8M
CNG Station	31.0583975	75.7814038		"3Q5J+9H2, Jammu - Delhi Rd"
BP fuel & CNG (Ganpati Filling Station)	30.7591378	76.456554		"QF54+MJ, Doomchheri"
Think Gas CNG Station	30.908466	75.763602		"WQ57+9CQ, Garden Enclave"
Sant Baba Santokh Singh CNG Station (ONLINE)	30.6425851	76.4083234		"Chandigarh Rd, Modern Valley, Fatehgarh Sahib"
Cng pump ludhiana - Suvidha Fuels	30.9086306	75.7634614		"Near F2 Raceway, Canal Road, S City Rd, Ludhiana"
Think Gas CNG Station	30.7723881	76.0695999		"Q3C9+XR5, Barmalipur"
CNG pump gahaur	30.8613884	75.7198151		"VP69+GR8, National Highway 95, Dakha"
Shahideep CNG station	30.791232	76.502549		"QGR3+F2V, Surjit Nagar, Morinda"
Think Gas CNG Station	31.2013948	75.713214		"6P27+G7G, Nakodar - Phagwara Rd, Phagwara, Dhak Darwesh Pind"
THINK GAS Online CNG Station	30.7610722	76.0854192		"Q36P+C5F, Jammu - Delhi Rd, Payal"
Bharat Petroleum CNG gas station	31.2371189	76.4748711		"6FPF+RX2, Garhshankar-Nawanshahr Rd, Aggampur"
Farm Cng Gas	30.9341058	75.8632363		"WVM7+J7X, Near Basti Chowk, Jodhewal, Ludhiana"
CNG filling station	30.8095637	76.5853036		"RH5P+R4F, Kurali Bypass Rd"
CNG pump harbanspura	30.6328454	76.3456792		"J8MW+47M, Arain Majra"
Think Gas CNG Station	31.2401125	75.7484531		"6PRX+29W, Phagwara, Mehat"
Think Gas CNG Station	31.4716375	75.6290781		"FJCH+MJ4, Nizamudinpur"
CNG PETROL PUMP (MODERN SERVICE STATION)	31.301027	76.0703813		"main road, Saila Khurd"
IRM Energy CNG Station	30.6709818	76.2792784		"M7CH+9M9, Service Rd, Nasrali, Mandi Gobindgarh"
"THINK GAS, Online CNG Station"	30.8438153	76.1718708		Chehlan
CNG Filling	30.6514965	76.309356		"A-08, Focal Point, Mandi Gobindgarh"
THINK Gas CNG Station	31.0442322	75.7835995		"Insta Gas NH 44 Jalandhar to Ludhiana Phillaur, Bir Phillaur"
"Bharat Petroleum,CNG and Petrol Pump -BP-Chaklan"	30.8816598	76.5531049		"CHAKLAN RUPNAGAR, ROOPNAGAR"
Online CNG Station - Think Gas	30.7724695	76.0695857		"NH-44, Jaspalon"
Indian oil CNG/CBG	30.9164273	75.8142121		"Main Hambran Rd, opp. kitchlu Nagar, Kitchlu Nagar, Ludhiana"
CNG HP Petrol Pump Jeet Singh Randhawa Filling Station	30.8182769	75.9124106		"Punjab 141122, India"
Petrol Pump Indian Oil & Torrent CNG pump	30.6493666	76.3485596		"National Highway 64, Professor Colony, Karheri, Urban Estate"
